js-client-sdk,appConfig,2.22
js-client-sdk,bigSegments,1.0
js-client-sdk,bootstrapping,2.5
js-client-sdk,contexts,3.0
js-client-sdk,experimentation,2.6
js-client-sdk,variationDetail,2.72
js-client-sdk,allFlags,1.0
js-client-sdk,privateAttrs,2.9.4
js-client-sdk,relayProxyProxy,1.0
js-client-sdk,secureMode,2.17
js-client-sdk,track,1.6.2
js-client-sdk,flagChanges,1.0
node-client-sdk,appConfig,3.0
node-client-sdk,bigSegments,1.0
node-client-sdk,bootstrapping,1.0
node-client-sdk,contexts,3.0
node-client-sdk,experimentation,1.0
node-client-sdk,flagChanges,2.0
node-client-sdk,allFlags,1.0
node-client-sdk,privateAttrs,1.0
node-client-sdk,relayProxyProxy,1.0
node-client-sdk,secureMode,1.4
node-client-sdk,track,1.0
node-client-sdk,flagChanges,1.0
react-native,appConfig,7.0
react-native,bigSegments,1.0
react-native,experimentation,5.0
react-native,flagChanges,4.1.2
react-native,allFlags,5.0.1
react-native,multiEnv,4.2.0
react-native,offlineMode,1.0
react-native,privateAttrs,4.0
react-native,relayProxyProxy,1.0
react-native,track,1.0
react-native,flagChanges,1.0
react-client-sdk,appConfig,2.26
react-client-sdk,bigSegments,1.0
react-client-sdk,bootstrapping,2.9.5
react-client-sdk,contexts,3.0
react-client-sdk,experimentation,1.0
react-client-sdk,flagChanges,2.21
react-client-sdk,allFlags,2.9
react-client-sdk,relayProxyProxy,2.20.2
dotnet-client-sdk,appConfig,3.1
dotnet-client-sdk,autoEnvAttrs,4.0
dotnet-client-sdk,contexts,3.0
dotnet-client-sdk,experimentation,2.0
dotnet-client-sdk,variationDetail,1.2
dotnet-client-sdk,allFlags,1.0
dotnet-client-sdk,offlineMode,1.0
dotnet-client-sdk,privateAttrs,1.0
dotnet-client-sdk,relayProxyProxy,1.0
dotnet-client-sdk,flagChanges,2.0
dotnet-client-sdk,testDataSource,1.0
dotnet-client-sdk,webProxy,1.0
lua-server-sdk,experimentation,1.0
lua-server-sdk,variationDetail,1.0
lua-server-sdk,allFlags,1.0
lua-server-sdk,track,1.0
lua-server-sdk,storingData,1.0
lua-server-sdk,relayProxyDaemon,1.0
lua-server-sdk,relayProxyProxy,1.0
cpp-server-sdk,appConfig,3.0
cpp-server-sdk,bigSegments,1.0
cpp-server-sdk,contexts,3.0
cpp-server-sdk,experimentation,2.4.8
cpp-server-sdk,variationDetail,1.0
cpp-server-sdk,allFlags,1.0
cpp-server-sdk,offlineMode,1.0
cpp-server-sdk,privateAttrs,1.0
cpp-server-sdk,fileDataSource,2.6
cpp-server-sdk,relayProxyProxy,1.0
cpp-server-sdk,flagChanges,1.0
cpp-server-sdk,testDataSource,2.6
cpp-server-sdk,webProxy,1.0
cpp-client-sdk,appConfig,3.0
cpp-client-sdk,bigSegments,1.0
cpp-client-sdk,contexts,3.0
cpp-client-sdk,experimentation,2.4.8
cpp-client-sdk,variationDetail,1.0
cpp-client-sdk,allFlags,1.0
cpp-client-sdk,privateAttrs,1.0
cpp-client-sdk,relayProxyProxy,1.0
cpp-client-sdk,flagChanges,1.0
cpp-client-sdk,testDataSource,1.0
flutter-client-sdk,appConfig,1.3
flutter-client-sdk,bigSegments,1.0
flutter-client-sdk,contexts,2.0
flutter-client-sdk,experimentation,0.2.0
flutter-client-sdk,variationDetail,1.0
flutter-client-sdk,allFlags,1.0
flutter-client-sdk,privateAttrs,1.0
flutter-client-sdk,relayProxyProxy,1.0
flutter-client-sdk,flagChanges,1.0
flutter-client-sdk,track,1.0
swift-client-sdk,appConfig,8.0
swift-client-sdk,bigSegments,1.0
swift-client-sdk,contexts,8.0
swift-client-sdk,experimentation,1.0
swift-client-sdk,variationDetail,4.3
swift-client-sdk,allFlags,1.0
swift-client-sdk,privateAttrs,2.10
swift-client-sdk,relayProxyProxy,1.0
swift-client-sdk,flagChanges,1.0
swift-client-sdk,secureMode,2.0
swift-client-sdk,track,1.0
roku,appConfig,1.3
roku,bigSegments,1.0
roku,contexts,2.0
roku,experimentation,1.0
roku,variationDetail,1.0
roku,allFlags,1.0
roku,privateAttrs,1.0
roku,relayProxyProxy,1.0
node-server,appConfig,6.4
node-server,contexts,7.0
node-server,experimentation,6.1
node-server,variationDetail,5.4
node-server,allFlags,3.0
node-server,multiEnv,9.0
node-server,offlineMode,1.0
node-server,privateAttrs,3.3
node-server,relayProxyDaemon,1.0
node-server,relayProxyProxy,1.0
node-server,secureMode,3.0
node-server,track,1.0
node-server,storingData,2.0 (Redis)
node-server,flagChanges,1.0
node-server,webProxy,1.0
php-server-sdk,appConfig,4.3
php-server-sdk,contexts,5.0
php-server-sdk,experimentation,4.1
php-server-sdk,variationDetail,3.4
php-server-sdk,allFlags,1.6
php-server-sdk,offlineMode,1.0
php-server-sdk,privateAttrs,2.4
php-server-sdk,relayProxyDaemon,1.0
php-server-sdk,relayProxyProxy,1.0
php-server-sdk,secureMode,1.0
php-server-sdk,track,1.0
php-server-sdk,storingData,1.0 (Redis), 3.5 (Consul and DynamoDB)
php-server-sdk,testDataSource,4.2
python-server-sdk,appConfig,7.6
python-server-sdk,contexts,8.0
python-server-sdk,experimentation,7.2
python-server-sdk,variationDetail,6.4
python-server-sdk,allFlags,2.0
python-server-sdk,offlineMode,2.0
python-server-sdk,privateAttrs,4.1
python-server-sdk,relayProxyDaemon,2.0
python-server-sdk,relayProxyProxy,2.0
python-server-sdk,secureMode,2.0
python-server-sdk,track,2.0
python-server-sdk,storingData,2.0 (Consul and Redis), 6.7 (DynamoDB)
python-server-sdk,flagChanges,9.1
python-server-sdk,testDataSource,7.4
python-server-sdk,webProxy,2.0
ruby-server-sdk,appConfig,6.4
ruby-server-sdk,contexts,7.0
ruby-server-sdk,experimentation,6.2
ruby-server-sdk,variationDetail,5.2
ruby-server-sdk,allFlags,2.0.1
ruby-server-sdk,offlineMode,2.0
ruby-server-sdk,privateAttrs,2.0
ruby-server-sdk,relayProxyDaemon,2.0
ruby-server-sdk,relayProxyProxy,2.0
ruby-server-sdk,secureMode,2.0.1
ruby-server-sdk,track,2.0
ruby-server-sdk,storingData,2.3.1 (Redis), 5.5 (Consul and DynamoDB)
ruby-server-sdk,flagChanges,2.0
ruby-server-sdk,testDataSource,2.0
ruby-server-sdk,webProxy,2.2.5
rust-server-sdk,appConfig,1.0
rust-server-sdk,contexts,1.0
rust-server-sdk,experimentation,1.0
rust-server-sdk,variationDetail,1.0
rust-server-sdk,allFlags,1.0
rust-server-sdk,offlineMode,1.0
rust-server-sdk,privateAttrs,1.0
rust-server-sdk,relayProxyProxy,1.0
rust-server-sdk,secureMode,1.0
rust-server-sdk,track,1.0
cloudflare,contexts,2.0
cloudflare,experimentation,2.3.0
cloudflare,allFlags,1.0
cloudflare,secureMode,2.0
cloudflare,track,2.3
vercel,contexts,1.0
vercel,experimentation,1.2.0
vercel,allFlags,1.0
vercel,secureMode,1.0
vercel,track,1.2
vue,bigSegments,1.0
vue,contexts,2.0
vue,experimentation,1.0
vue,variationDetail,1.0
vue,privateAttrs,1.0
akamai,contexts,1.0
android,privateAttrs,2.2
android,relayProxyProxy,1.0
android,flagChanges,1.0
apex-server-sdk,experimentation,1.1
apex-server-sdk,variationDetail,1.0
apex-server-sdk,allFlags,1.0
apex-server-sdk,privateAttrs,1.0
apex-server-sdk,track,1.0
apex-server-sdk,webProxy,1.0
dotnet-server-sdk,appConfig,8.0
dotnet-server-sdk,bigSegments,6.2
dotnet-server-sdk,contexts,7.0
dotnet-server-sdk,experimentation,6.1
dotnet-server-sdk,variationDetail,5.4
dotnet-server-sdk,allFlags,2.0
dotnet-server-sdk,migrations,8.0
dotnet-server-sdk,offlineMode,1.0
dotnet-server-sdk,otel,8.4
dotnet-server-sdk,privateAttrs,3.5
dotnet-server-sdk,fileDataSource,5.5
dotnet-server-sdk,relayProxyDaemon,5.2
dotnet-server-sdk,relayProxyProxy,1.0
dotnet-server-sdk,secureMode,2.0
dotnet-server-sdk,track,1.0
dotnet-server-sdk,storingData,1.0
dotnet-server-sdk,flagChanges,6.0
dotnet-server-sdk,testDataSource,6.0
dotnet-server-sdk,webProxy,1.0
go-server-sdk,appConfig,5.9
go-server-sdk,bigSegments,5.5
go-server-sdk,contexts,6.0
go-server-sdk,experimentation,5.4
go-server-sdk,variationDetail,4.3
go-server-sdk,allFlags,2.0
go-server-sdk,migrations,7.0
go-server-sdk,offlineMode,2.0
go-server-sdk,otel,7.4
go-server-sdk,privateAttrs,2.2.3
go-server-sdk,fileDataSource,4.4
go-server-sdk,relayProxyDaemon,2.0
go-server-sdk,relayProxyProxy,2.0
go-server-sdk,secureMode,2.0
go-server-sdk,track,2.0
go-server-sdk,storingData,4.5 (DynamoDB, Consul)
go-server-sdk,flagChanges,5.0
go-server-sdk,testDataSource,2.0
go-server-sdk,webProxy,2.0
java-server-sdk,bigSegments,5.7
java-server-sdk,experimentation,5.5
java-server-sdk,variationDetail,4.3
java-server-sdk,allFlags,1.0
java-server-sdk,migrations,7.0
java-server-sdk,offlineMode,1.0
java-server-sdk,otel,7.4
java-server-sdk,privateAttrs,1.0
java-server-sdk,fileDataSource,4.5
java-server-sdk,relayProxyDaemon,1.0
java-server-sdk,relayProxyProxy,1.0
java-server-sdk,secureMode,1.0
java-server-sdk,track,1.0
java-server-sdk,storingData,1.0
java-server-sdk,flagChanges,5.0
java-server-sdk,testDataSource,5.1
haskell-server-sdk,appConfig,3.1
haskell-server-sdk,contexts,4.0
haskell-server-sdk,experimentation,2.2
haskell-server-sdk,variationDetail,1.0
haskell-server-sdk,allFlags,1.0
haskell-server-sdk,offlineMode,1.0
haskell-server-sdk,privateAttrs,2.5
haskell-server-sdk,fileDataSource,3.0
haskell-server-sdk,track,1.0
haskell-server-sdk,testDataSource,1.0
erlang-server-sdk,appConfig,1.6
erlang-server-sdk,contexts,2.0
erlang-server-sdk,experimentation,1.2
erlang-server-sdk,variationDetail,1.0
erlang-server-sdk,allFlags,1.0
erlang-server-sdk,offlineMode,1.0
erlang-server-sdk,privateAttrs,1.0
erlang-server-sdk,fileDataSource,1.0
erlang-server-sdk,track,1.0
erlang-server-sdk,testDataSource,1.4
electron,bigSegments,1.0
electron,bootstrapping,1.0
electron,experimentation,1.0
electron,variationDetail,1.5.7
electron,allFlags,1.0
electron,privateAttrs,1.0.1
electron,relayProxyProxy,1.5.6
electron,secureMode,1.5
electron,track,1.1.4
electron,flagChanges,1.0
